atfs-dev 1.4pl6-11
libtachyon-dev 0.99~b2+dfsg-0.4
libtag-extras-dev 1.0.1-3
libtag1-dev 1.9.1-2
libtagc0-dev 1.9.1-2
libtagcoll2-dev 2.0.14-1
libtaktuk-1-dev 3.7.4-1
libtalloc-dev 2.1.0-1
libtamuanova-dev 0.2-3
libtango7-dev 0.2-3
libtaningia-dev 0.2.2-1ubuntu1
libtar-dev 1.2.20-3ubuntu0.1
libtarantool-dev 1.5.1.218.g1a69fd6-1ubuntu1
libtasn1-3-dev 3.4-3ubuntu0.2
libtbb-dev 4.2~20130725-1.1ubuntu1
libtcc-dev 0.9.26~git20120612.ad5f375-6
libtcd-dev 2.2.2-1ubuntu1
libtclcl1-dev 1.20-7
libtdb-dev 1.2.12-1
libtecla1-dev 1.6.1-5ubuntu1
libteem-dev 1.11.0~svn6057-1ubuntu1
libtelepathy-farstream-dev 0.6.1-0ubuntu1
libtelepathy-glib-dev 0.22.1-1ubuntu2
libtelepathy-logger-dev 0.8.0-3
libtelepathy-logger-qt4-dev 0.8.0-0ubuntu1
libtelepathy-qt4-dev 0.9.3-3ubuntu1
libtelnet-dev 0.21-3ubuntu1
libtemplates-parser11.6-dev 11.6-4
libterralib-dev 4.0.0-5ubuntu1
libtesseract-dev 3.03.02-3
libtet1.4-dev 3.03.02-3
libtevent-dev 0.9.19-1
libtextwrap-dev 0.1-14
libthai-dev 0.1.20-3
libtheora-dev 1.1.1+dfsg.1-3.2
libthepeg-dev 1.8.0-1
libthrust-dev 1.7.0-1
libthunar-vfs-1-dev 1.7.0-1
libthunarx-2-dev 1.6.3-1ubuntu5
libticables-dev 1.3.4+dfsg-3
libticalcs-dev 1.1.8+dfsg2-2
libticonv-dev 1.1.4-2
libtidy-dev 20091223cvs-1.2ubuntu1
libtiff4-dev 4.0.3-7ubuntu0.3
libtiff5-alt-dev 4.0.3-7ubuntu0.3
libtiff5-dev 4.0.3-7ubuntu0.3
libtifiles-dev 1.1.6-2
libtimbl3-dev 1.1.6-2
libtimblserver2-dev 1.1.6-2
libtinfo-dev 5.9+20140118-1ubuntu1
libtinyxml-dev 2.6.2-2
libtinyxml2-dev 2.1.0-1~ubuntu14.04.1
libtirpc-dev 0.2.2-5ubuntu2
libtnt-dev 1.2.6-1
libtntdb-dev 1.3-2
libtntnet-dev 2.2.1-1
libtododb-dev 2.2.1-1
libtogl-dev 1.7-12ubuntu1
libtokyocabinet-dev 1.4.48-2
libtokyotyrant-dev 1.1.40-4.2
libtolua++5.1-dev 1.0.93+repack-0ubuntu1
libtolua-dev 5.2.0-1
libtomcrypt-dev 1.17-5
libtommath-dev 0.42.0-1build1
libtomoe-dev 0.42.0-1build1
libtonezone-dev 1:2.7.0-1ubuntu1
libtorch3-dev 3.1-2.1build1
libtorque2-dev 2.4.16+dfsg-1.3ubuntu1
libtorrent-dev 0.13.2-1
libtorrent-rasterbar-dev 0.16.13-1ubuntu2.1
libtorture-dev 0.16.13-1ubuntu2.1
libtotem-dev 3.10.1-1ubuntu4
libtotem-pg-dev 2.3.3-1ubuntu1
libtotem-plparser-dev 3.10.2-0ubuntu1
libtowitoko-dev 2.0.7-9
libtpl-dev 1.5-2ubuntu1
libtpm-unseal-dev 1.3.8-1
libtrace3-dev 3.0.18-1
libtracker-extract-0.14-dev 3.0.18-1
libtracker-miner-0.14-dev 3.0.18-1
libtracker-sparql-0.14-dev 3.0.18-1
libtrain-dev 0.9b-11
libtransitioner1-dev 0.9b-11
libtre-dev 0.8.0-3ubuntu1
libtreil-dev 1.8-2ubuntu1
libtriangle-dev 1.6-2
libts-dev 1.0-12
libtse3-dev 0.3.1-4.3ubuntu1
libtsk-dev 3.2.3-2.2
libtspi-dev 0.3.11.2-1
libttspico-dev 1.0+git20130326-1ubuntu1
libtulip-dev 4.4.0dfsg2-2
libtumbler-1-dev 0.1.30-1ubuntu1
libtut-dev 0.0.20070706-1
libtuxcap-dev 1.4.0.dfsg2-2.1build1
libtwin-dev 13.05.03.15.06-g287d16c-2
libtwofish-dev 0.3-3
libtwolame-dev 0.3.13-1ubuntu1
libtxc-dxtn-s2tc-dev 0~git20131104-1.1
libuchardet-dev 0.0.1-1ubuntu1
libucimf-dev 2.3.8-5ubuntu1
libucl-dev 1.03-5
libuclmmbase1-dev 1.2.16.0-1ubuntu1
libucommon-dev 6.0.7-1.1
libucto1-dev 6.0.7-1.1
libudev-dev 204-5ubuntu20.11
libudf-dev 0.83-4.1ubuntu1
libudt-dev 4.11+dfsg-1ubuntu1
libudunits2-dev 2.2.0-1
libuhd-dev 3.5.5-1
libuim-dev 1:1.8.6-4ubuntu1
libumlib-dev 0.8.2-1ubuntu2
libunac1-dev 1.8.0-6ubuntu1
libunbound-dev 1.4.22-1ubuntu4.14.04.1
libunicap2-dev 0.9.12-2
libuninameslist-dev 0.3.20130501-3
libuninum-dev 2.7-1.1ubuntu1
libunique-3.0-dev 3.0.2-2ubuntu1
libunique-dev 1.1.6-4ubuntu2
libunistring-dev 0.9.3-5ubuntu3
libunittest++-dev 1.4.0-3
libunshield-dev 1.0-1
libunwind-setjmp0-dev 1.1-2.2ubuntu3
libunwind7-dev 1.1-2.2ubuntu3
libupnp-dev 1:1.6.17-1.2
libupnp4-dev 1.8.0~svn20100507-1.2
libupnp6-dev 1:1.6.17-1.2
libupower-glib-dev 0.9.23-2ubuntu1
libupsclient1-dev 0.9.23-2ubuntu1
libupse-dev 1.0.0-2
libuptimed-dev 1:0.3.17-4
liburcu-dev 0.7.12-0ubuntu2
liburfkill-glib-dev 0.4.0+20140119.184011.2a32da2-0ubuntu2
liburg0-dev 0.8.18-2
liburiparser-dev 0.7.5-1ubuntu2
libusb++-dev 2:0.1.12-23.3ubuntu1
libusb-1.0-0-dev 2:1.0.17-1ubuntu2
libusb-1.0-0-dev 2:1.0.17-1ubuntu2
libusb-dev 2:0.1.12-23.3ubuntu1
libusb2-dev 2:0.1.12-23.3ubuntu1
libusbhid-dev 2:0.1.12-23.3ubuntu1
libusbip-dev 0.1.7-3
libusbmuxd-dev 1.0.8-2ubuntu1
libusbprog-dev 0.2.0-2
libusbredirhost-dev 0.6-2ubuntu1
libusbredirparser-dev 0.6-2ubuntu1
libusbtc08-dev 1.7.2-4
libuser1-dev 1:0.56.9.dfsg.1-1.2ubuntu2
libust-dev 1:0.56.9.dfsg.1-1.2ubuntu2
libust-dev 1:0.56.9.dfsg.1-1.2ubuntu2
libustr-dev 1.0.4-3ubuntu2
libutempter-dev 1.1.5-4build1
libuu-dev 0.5.20-3.4
libv4l-dev 1.0.1-1
libv8-dev 3.14.5.8-5ubuntu2
libv8-i18n-dev 3.14.5.8-5ubuntu2
libva-dev 1.3.0-2
libvala-0.14-dev 0.14.2-2ubuntu2
libvala-0.16-dev 0.16.1-2ubuntu4
libvaladoc-dev 0.3.2~git20140116-2
libvalhalla-dev 0.3.2~git20140116-2
libvanessa-adt-dev 0.0.9-1ubuntu1
libvanessa-logger-dev 0.0.10-1.1ubuntu1
libvanessa-socket-dev 0.0.12-1ubuntu1
libvarconf-dev 1.0.0-1
libvarnishapi-dev 3.0.5-2
libvbr-dev 2.9.1-1
libvc-dev 003.dfsg.1-12
libvcdinfo-dev 0.7.24+dfsg-0.1ubuntu2
libvde-dev 2.3.2-4ubuntu2
libvdeplug-dev 2.3.2-4ubuntu2
libvdk2-dev 2.4.0-5.3ubuntu1
libvdkbuilder2-dev 2.4.0-4.4
libvdkxdb2-dev 2.4.0-3.4
libvdpau-dev 0.7-1
libventrilo-dev 1.2.5-2
libverbiste-dev 0.1.41-1
libverto-dev 0.2.4-1ubuntu2
libvformat-dev 1.13-10
libvia-dev 1.13-10
libvibrant6-dev 6.1.20120620-7
libviennacl-dev 1.5.1-1
libview-dev 0.6.6-2.1ubuntu1
libvigraimpex-dev 1.10.0+dfsg-3ubuntu2
libvips-dev 7.38.5-2
libvirt-dev 1.2.2-0ubuntu13.1.10
libvirt-glib-1.0-dev 0.1.6-1ubuntu2
libvisca-dev 1.0.1-1
libvisio-dev 0.0.31-1ubuntu2
libvisual-0.4-dev 0.4.0-5
libvlc-dev 2.1.6-0ubuntu14.04.1
libvlccore-dev 2.1.6-0ubuntu14.04.1
libvmmlib-dev 1.0-2
libvmtk-dev 1.0.1-3
libvncserver-config 0.9.9+dfsg-1ubuntu1.1
libvncserver-dev 0.9.9+dfsg-1ubuntu1.1
libvo-aacenc-dev 0.1.3-1
libvo-amrwbenc-dev 0.1.3-1
libvoikko-dev 3.7-2ubuntu2
libvolpack1-dev 1.0b3-5
libvorbis-dev 1.3.2-1.3ubuntu1
libvorbisidec-dev 1.0.2+svn18153-0.2
libvotequorum-dev 2.3.3-1ubuntu1
libvpb-dev 4.2.57-1
libvpx-dev 1.3.0-2
libvrb0-dev 1.3.0-2
libvte-2.90-dev 1:0.34.9-1ubuntu1
libvte-dev 1:0.28.2-5ubuntu1
libvtk5-dev 5.8.0-14.1ubuntu3
libvtk5-qt4-dev 5.8.0-14.1ubuntu3
libvtkedge-dev 0.2.0~20110819-2
libvtkgdcm2-dev 2.2.4-1.1ubuntu4
libvxl1-dev 1.17.0-8
libwacom-dev 0.8-1
libwaei-dev 3.6.2-2
libwaili-dev 19990723-20ubuntu1
libwavefront-standalone3.0-dev 3.0.2+dfsg-4.1ubuntu3
libwavpack-dev 4.70.0-1
libwayland-dev 1.4.0-1ubuntu1
libwbclient-dev 2:4.1.6+dfsg-1ubuntu2.14.04.7
libwcstools-dev 3.8.7-2
libwebauth-dev 4.5.5-2
libwebcam0-dev 0.2.4-1
libwebkitgtk-3.0-dev 2.4.8-1ubuntu1~ubuntu14.04.1
libwebkitgtk-dev 2.4.8-1ubuntu1~ubuntu14.04.1
libwebp-dev 0.4.0-4
libwebrtc-audio-processing-dev 0.1-2ubuntu1
libweed-dev 2.2.0~ds0-1
libwfmath-0.3-dev 0.3.12-3ubuntu2
libwfut-0.2-dev 0.2.1-2ubuntu1
libwhy-coq 0.2.1-2ubuntu1
libwibble-dev 1.1-1
libwildmidi-dev 0.2.3.4-2.1ubuntu3
libwine-dev 0.2.3.4-2.1ubuntu3
libwings-dev 0.95.5-2ubuntu1
libwireshark-dev 1.10.6-1
libwiretap-dev 1.10.6-1
libwmf-dev 0.2.8.4-10.3ubuntu1
libwnck-3-dev 3.4.7-0ubuntu3
libwnck-dev 1:2.30.7-0ubuntu4
libwnn-dev 1.1.1~a021+cvs20130302-4
libwnn6-dev 1.0.0-18
libwpd-dev 0.9.9-1
libwpg-dev 0.2.2-1ubuntu1
libwps-dev 0.2.9-2ubuntu1
libwrap0-dev 7.6.q-25
libwraster3-dev 0.95.5-2ubuntu1
libwreport-dev 2.9-1ubuntu1
libwsutil-dev 1.10.6-1
libwt-common 3.3.0-1build1
libwt-dev 3.3.0-1build1
libwtdbo-dev 3.3.0-1build1
libwtdbofirebird-dev 3.3.0-1build1
libwtdbofirebird32 3.3.0-1build1
libwtdbopostgres-dev 3.3.0-1build1
libwtdbosqlite-dev 3.3.0-1build1
libwtext-dev 3.3.0-1build1
libwtfcgi-dev 3.3.0-1build1
libwthttp-dev 3.3.0-1build1
libwttest-dev 3.3.0-1build1
libwv-dev 1.2.9-3
libwv2-dev 0.4.2.dfsg.2-2
libwvstreams-dev 4.6.1-7
libwxbase2.8-dev 2.8.12.1+dfsg-2ubuntu2
libwxgtk2.8-dev 2.8.12.1+dfsg-2ubuntu2
libwxsmithlib-dev 13.12-3
libwxsqlite3-2.8-dev 3.0.6.1~dfsg0-2
libwxsvg-dev 2:1.2~dfsg0-1ubuntu1
libx11-dev 2:1.6.2-1ubuntu2
libx11-xcb-dev 2:1.6.2-1ubuntu2
libx264-dev 2:0.142.2389+git956c8d8-2
libx52pro-dev 0.1.1-2.1
libx86-dev 1.1+ds1-10
libxalan110-dev 1.1+ds1-10
libxapian-dev 1.2.16-2ubuntu1
libxatracker-dev 10.1.3-0ubuntu0.4
libxau-dev 1:1.0.8-1
libxaw7-dev 2:1.0.12-1
libxbae-dev 4.60.4-5ubuntu1
libxbase2.0-dev 2.0.0-8.5
libxcb-composite0-dev 1.10-2ubuntu1
libxcb-damage0-dev 1.10-2ubuntu1
libxcb-dpms0-dev 1.10-2ubuntu1
libxcb-dri2-0-dev 1.10-2ubuntu1
libxcb-ewmh-dev 0.4.1-1ubuntu1
libxcb-glx0-dev 1.10-2ubuntu1
libxcb-icccm4-dev 0.4.1-1ubuntu1
libxcb-image0-dev 0.3.9-1ubuntu2
libxcb-keysyms1-dev 0.3.9-1ubuntu1
libxcb-randr0-dev 1.10-2ubuntu1
libxcb-record0-dev 1.10-2ubuntu1
libxcb-render-util0-dev 0.3.8-1.1ubuntu1
libxcb-render0-dev 1.10-2ubuntu1
libxcb-res0-dev 1.10-2ubuntu1
libxcb-screensaver0-dev 1.10-2ubuntu1
libxcb-shape0-dev 1.10-2ubuntu1
libxcb-shm0-dev 1.10-2ubuntu1
libxcb-sync0-dev 1.10-2ubuntu1
libxcb-util0-dev 0.3.8-2ubuntu1
libxcb-xevie0-dev 1.10-2ubuntu1
libxcb-xf86dri0-dev 1.10-2ubuntu1
libxcb-xfixes0-dev 1.10-2ubuntu1
libxcb-xinerama0-dev 1.10-2ubuntu1
libxcb-xprint0-dev 1.10-2ubuntu1
libxcb-xtest0-dev 1.10-2ubuntu1
libxcb-xv0-dev 1.10-2ubuntu1
libxcb-xvmc0-dev 1.10-2ubuntu1
libxcb1-dev 1.10-2ubuntu1
libxcomp-dev 3.5.0-2-0ubuntu1
libxcomposite-dev 1:0.4.4-1
libxcrypt-dev 1:2.4-3ubuntu2
libxcursor-dev 1:1.1.14-1
libxdamage-dev 1:1.1.4-1ubuntu1
libxdb-dev 1.2.0-7.2
libxdelta2-dev 1.1.3-9ubuntu1
libxdffileio-dev 0.3-1
libxdg-basedir-dev 1.2.0-1
libxdmcp-dev 1:1.1.1-1
libxdmf-dev 2.1.dfsg.1-6build1
libxdo-dev 1:3.20130111.1-3.1
libxen-dev 4.4.1-0ubuntu0.14.04.5
libxenomai-dev 2.6.2.1-2ubuntu2
libxerces-c-dev 3.1.1-5
libxerces-c2-dev 2.8.0+deb1-3build1
libxext-dev 2:1.3.2-1ubuntu0.0.14.04.1
libxfce4menu-0.1-dev 2:1.3.2-1ubuntu0.0.14.04.1
libxfce4ui-1-dev 4.11.1-2ubuntu1
libxfconf-0-dev 4.10.0-2ubuntu1
libxfixes-dev 1:5.0.1-1ubuntu1.1
libxft-dev 2.3.1-2
libxi-dev 2:1.7.1.901-1ubuntu1.1
libxine-dev 1.1.21-2ubuntu1
libxine2-dev 1.2.4-2ubuntu1
libxinerama-dev 2:1.1.3-1
libxkbfile-dev 1:1.0.8-1
libxklavier-dev 5.4-0ubuntu1
libxml++2.6-dev 2.36.0-2ubuntu1
libxml-security-c-dev 1.7.2-2
libxml2-dbg 2.9.1+dfsg1-3ubuntu4.4
libxml2-dev 2.9.1+dfsg1-3ubuntu4.4
libxmlada4.1-dev 4.1-4
libxmlezout2-dev 1.06.1-5
libxmlrpc-c++4-dev 1.06.1-5
libxmlrpc-c3-dev 1.06.1-5
libxmlrpc-c3-dev 1.06.1-5
libxmlrpc-core-c3-dev 1.33.06-0ubuntu1
libxmlrpc-epi-dev 0.54.2-1ubuntu1
libxmlsec1-dev 1.2.18-2ubuntu1
libxmltok1-dev 1.2-3build3
libxmltooling-dev 1.5.3-2
libxmmsclient++-dev 0.8+dfsg-9
libxmmsclient++-glib-dev 0.8+dfsg-9
libxmmsclient-dev 0.8+dfsg-9
libxmmsclient-glib-dev 0.8+dfsg-9
libxmpi4-dev 2.2.3b8-13.1ubuntu4
libxmu-dev 2:1.1.1-1
libxmu-headers 2:1.1.1-1
libxmuu-dev 2:1.1.1-1
libxnee-dev 3.13-1
libxneur-dev 0.15.0-1.1
libxnvctrl-dev 346.59-0ubuntu1~ubuntu14.04.1
libxosd-dev 2.2.14-2.1
libxp-dev 1:1.0.2-1ubuntu1
libxpa-dev 2.1.15-3
libxplc0.3.13-dev 0.3.13-4
libxpm-dev 1:3.5.10-1
libxqdbm-dev 1.8.78-3
libxqilla-dev 2.3.0-1ubuntu1
libxr1-dev 1.0-2.1ubuntu1
libxrandr-dev 2:1.4.2-1
libxrender-dev 1:0.9.8-1build0.14.04.1
libxres-dev 2:1.0.7-1
libxsettings-client-dev 0.17-6ubuntu1
libxsettings-dev 0.11-3
libxslt1-dev 1.1.28-2build1
libxss-dev 1:1.2.2-1
libxt-dev 1:1.1.4-1
libxtst-dev 2:1.2.2-1
libxv-dev 2:1.0.10-1
libxvbaw-dev 2:1.0.10-1
libxvidcore-dev 2:1.3.2-9ubuntu1
libxvmc-dev 2:1.0.8-1ubuntu1
libxxf86dga-dev 2:1.1.4-1
libxxf86vm-dev 1:1.1.3-1
libxy-dev 1.3-1
libyahoo2-dev 1.0.1-1ubuntu1
libyajl-dev 2.0.4-4
libyaml-cpp-dev 0.5.1-1
libyaml-dev 0.1.4-3ubuntu3.1
libyaz4-dev 4.2.30-2.1build1
libydpdict2-dev 1.0.2-1ubuntu1
libyelp-dev 3.10.2-0ubuntu1
libygl4-dev 4.2e-4
libykclient-dev 2.12-1
libykpers-1-dev 1.14.1-1
libytnef0-dev 1.5-6
libyubikey-dev 1.10-1
libz80ex-dev 1.1.21-1
libzbar-dev 0.10+doc-9build1
libzbargtk-dev 0.10+doc-9build1
libzbarqt-dev 0.10+doc-9build1
libzeep-dev 3.0.2-1
libzeitgeist-dev 0.3.18-1ubuntu2
libzen-dev 0.4.29-1
libzephyr-dev 3.1.2-1
libzerg0-dev 1.0.7-5
libzeroc-ice34-dev 1.0.7-5
libzinnia-dev 0.06-2
libzip-dev 0.10.1-1.2
libzipios++-dev 0.1.5.9+cvs.2007.04.28-5.1
libzita-alsa-pcmi-dev 0.2.0-2
libzita-convolver-dev 3.1.0-4
libzita-resampler-dev 1.3.0-2
libzlcore-dev 0.12.10dfsg-9
libzltext-dev 0.12.10dfsg-9
libzmq-dev 2.2.0+dfsg-5
libzn-poly-dev 0.9-3
libzookeeper-mt-dev 3.4.5+dfsg-1
libzookeeper-st-dev 3.4.5+dfsg-1
libzorp-dev 3.9.5-4
libzorpll-dev 3.9.1.3-2
libzrtpcpp-dev 2.0.0-3build2
libzthread-dev 2.3.2-7ubuntu2
libzvbi-dev 0.2.35-2
libzzip-dev 0.13.62-2
lldpad-dev 0.9.46-2
lua-apr-dev 0.23.2.dfsg-2
lua-bitop-dev 1.0.2-2
lua-curl-dev 0.3.0-7
lua-curses-dev 29-7ubuntu1
lua-cyrussasl-dev 1.0.0-5
lua-dbi-mysql-dev 0.5.hg5ba1dd988961-2
lua-dbi-postgresql-dev 0.5.hg5ba1dd988961-2
lua-dbi-sqlite3-dev 0.5.hg5ba1dd988961-2
lua-event-dev 0.4.3-1
lua-expat-dev 1.2.0-6
lua-filesystem-dev 1.6.2-1
lua-ldap-dev 1.1.0-1-geeac494-5
lua-leg-dev 0.1.3-1
lua-lgi-dev 0.7.2-1
lua-lpeg-dev 0.12-1
lua-md5-dev 1.2+git+1+8d87fee-1
lua-penlight-dev 1.2.1-1
lua-posix-dev 29-7ubuntu1
lua-rex-onig-dev 2.7.2-2
lua-rex-pcre-dev 2.7.2-2
lua-rex-posix-dev 2.7.2-2
lua-rex-tre-dev 2.7.2-2
lua-rings-dev 1.3.0-2
lua-sec-dev 0.5-1
lua-socket-dev 3.0~rc1-3
lua-sql-mysql-dev 2.3.0-3
lua-sql-postgres-dev 2.3.0-3
lua-sql-sqlite3-dev 2.3.0-3
lua-svn-dev 0.4.0-9
lua-wsapi-fcgi-dev 1.6.0-1
lua-zip-dev 1.2.3-12
lua-zlib-dev 0.2+git+1+9622739-1
lv2-dev 1.8.0~dfsg0-1
lxc-dev 1.0.7-0ubuntu0.1
lzma-dev 9.22-2ubuntu2
mesa-common-dev 10.1.3-0ubuntu0.4
mffm-timecode-dev 1.6-2
mongodb-dev 1:2.4.9-1ubuntu2
mpi-default-bin 1.0.2ubuntu1
mpi-default-dev 1.0.2ubuntu1
mtdev-tools 1.1.4-1ubuntu1
neko-dev 2.0.0-3
nettle-dev 2.7.1-1
ntfs-3g-dev 1:2013.1.13AR.1-2ubuntu2
ntrack-module-rtnetlink-0 016-1.2ubuntu2
nvidia-cg-dev 3.1.0013-1
nvidia-cuda-dev 5.5.22-3ubuntu1
nvidia-opencl-dev 5.5.22-3ubuntu1
ocl-icd-dev 2.1.3-4
ocl-icd-opencl-dev 2.1.3-4
okular-dev 4:4.13.3-0ubuntu0.1
openais-dev 4:4.13.3-0ubuntu0.1
openbox-dev 3.5.2-6
opencl-headers 1.2-2013.10.23-1
paraview-dev 4.0.1-1ubuntu1
pbs-drmaa-dev 1.0.10-3ubuntu1
petsc-dev 3.4.2.dfsg1-6
planner-dev 0.14.6-3ubuntu1
postgresql-server-dev-9.1 0.14.6-3ubuntu1
pslib-dev 0.4.5-3
publib-dev 0.40-1
puredata-dev 0.45.4-1
pxlib-dev 0.6.5-1
python-ldb-dev 1:1.1.16-1
python-talloc-dev 2.1.0-1
qmf-dev 1.0.7~2011w23.2-2.1
qtmobility-dev 1.2.0-3ubuntu5
regina-normal-dev 4.95-1build1
rhythmbox-dev 3.0.2-0ubuntu2
roarplaylistd-dev 0.1.9-1
ruby-gnome2-dev 2.1.0-1
sciplot-dev 1.36-16
seqan-dev 1.3.1-1
skalibs-dev 0.47-1
slurm-drmaa-dev 1.0.6-2build3
snappea-dev 3.0d3-22ubuntu1
sparsehash 1.10-1ubuntu1
ss-dev 2.0-1.42.9-3ubuntu1.2
stx-btree-dev 0.9-1
syfi-dev 1.0.0.dfsg-1.2
tcl-dev 8.6.0+6ubuntu3
tcl-memchan-dev 2.3-2
tcl-trf-dev 2.1.4-dfsg2-1
tclcl-dev 1.20-7
tclcl-dev 1.20-7
tclxml-dev 3.3~svn11-3
tdom-dev 0.8.3-1
teem-apps 1.11.0~svn6057-1ubuntu1
tqsllib-dev 1.11.0~svn6057-1ubuntu1
uno-libs3-dbg 4.2.7-0ubuntu2
uuid-dev 2.20.1-5.1ubuntu20.4
vflib3-dev 3.6.14.dfsg-3+nmu2
voms-dev 2.0.11-1
vstream-client-dev 1.2-6.1
wcslib-dev 4.20-2
witty-examples 3.3.0-1build1
wzdftpd-dev 3.3.0-1build1
xbmc-eventclients-dev 2:12.3+dfsg1-3ubuntu1
xcb-proto 1.10-1
xfslibs-dev 3.1.9ubuntu2
xmms2-dev 0.8+dfsg-9
xotcl-dev 1.6.7-2
xpaint-dev 2.9.1.4-3ubuntu1
xserver-xorg-input-evdev-dev 1:2.8.2-1ubuntu2
xserver-xorg-input-joystick-dev 1:1.6.2-1build1
xserver-xorg-input-synaptics-dev 1.7.4-0ubuntu1
xulrunner-dev 1.7.4-0ubuntu1
yate-dev 5.0.0-1-1
zathura-dev 0.2.6-1
zlib1g-dev 1:1.2.8.dfsg-1ubuntu1
zsh-dev 5.0.5-4ubuntu1~ubuntu14.04.1
